order_id,category,price,discount_pct,payment_method,customer_order_count,customer_return_rate_hist,days_since_signup,delivery_days,is_weekend_order,size_variant,coupon_used,review_rating_at_purchase,returned
ORD109105,apparel,174.73,36.0,COD,2,0.0,240,1,0,0,1,4.5,0
ORD109106,electronics,498.18,4.3,prepaid_card,8,0.0,41,6,0,0,0,4.2,0
ORD109107,grocery,936.35,40.2,prepaid_card,2,0.0,213,3,0,0,1,4.9,0
ORD109108,footwear,108.88,18.6,wallet,6,0.2,150,4,0,1,1,4.3,0
ORD109109,grocery,198.47,42.6,COD,3,0.5,109,4,0,0,0,3.8,0
ORD109110,grocery,1516.77,21.6,prepaid_card,14,0.0,48,3,0,0,0,3.6,0
ORD109111,accessories,109.41,43.3,COD,5,0.0,305,4,1,0,0,5.0,1
ORD109112,apparel,8348.94,40.5,COD,2,0.0,37,3,1,1,0,4.0,1
ORD109113,electronics,2402.94,10.0,COD,11,0.0,170,3,0,0,0,4.8,1
ORD109114,home,234.71,21.6,prepaid_card,2,1.0,10,1,0,0,0,4.1,0
ORD109115,home,577.84,7.1,UPI,4,0.0,40,3,0,0,1,4.0,0
ORD109116,apparel,319.01,62.0,prepaid_card,6,0.4,130,6,0,1,0,4.4,0
ORD109117,electronics,458.39,26.5,COD,7,0.3333333333333333,581,1,0,0,0,3.6,0
ORD109118,accessories,1631.17,11.6,COD,8,0.2857142857142857,249,1,0,0,0,3.9,0
ORD109119,home,379.5,47.7,UPI,5,0.5,326,2,0,0,0,3.9,0
ORD109120,electronics,1725.14,37.2,UPI,6,0.6,192,2,0,0,1,4.0,0
ORD109121,footwear,350.4,12.7,COD,2,0.0,442,4,0,1,0,5.0,0
ORD109122,beauty,448.59,2.8,UPI,12,0.36363636363636365,528,1,0,0,1,3.8,0
ORD109123,home,561.32,10.3,wallet,12,0.18181818181818182,153,5,0,0,0,4.6,0
ORD109124,apparel,347.97,26.3,wallet,2,0.0,277,3,1,1,1,3.4,0
ORD109125,beauty,1036.24,12.0,COD,11,0.4,52,2,0,0,0,4.6,0
ORD109126,home,1798.57,48.6,wallet,9,0.5,68,3,1,0,0,4.5,0
ORD109127,home,347.23,50.6,COD,7,0.16666666666666666,31,4,0,0,0,3.1,0
ORD109128,electronics,117.52,52.2,prepaid_card,6,0.0,383,4,1,0,1,4.6,0
ORD109129,apparel,195.86,1.1,COD,2,0.0,203,5,0,1,0,3.6,0
ORD109130,apparel,285.32,17.4,UPI,8,0.42857142857142855,27,3,1,1,0,5.0,0
ORD109131,accessories,325.22,12.2,prepaid_card,9,0.125,280,5,1,0,1,4.1,0
ORD109132,electronics,1287.61,47.3,COD,7,0.3333333333333333,199,2,0,0,1,4.9,1
ORD109133,apparel,81.54,50.4,COD,6,0.4,14,3,0,1,1,2.7,1
ORD109134,accessories,571.06,28.0,prepaid_card,11,0.4,106,2,0,0,0,4.0,0
ORD109135,beauty,462.87,14.3,UPI,4,0.0,371,5,1,0,0,4.4,0
ORD109136,apparel,776.21,67.1,COD,4,0.0,71,2,1,1,0,4.0,0
ORD109137,electronics,267.25,24.5,prepaid_card,2,0.0,19,2,0,0,1,3.6,0
ORD109138,footwear,587.24,33.1,UPI,2,0.0,53,5,0,1,1,3.1,0
ORD109139,beauty,1135.14,61.5,UPI,6,0.0,40,5,0,0,1,3.4,0
ORD109140,footwear,1832.36,19.6,prepaid_card,3,0.5,386,1,0,1,0,3.4,1
ORD109141,home,1119.82,22.1,COD,2,1.0,18,4,1,0,0,3.2,0
ORD109142,beauty,1179.78,16.1,COD,5,0.0,473,4,0,0,0,4.7,0
ORD109143,footwear,192.05,27.1,COD,3,0.5,42,5,0,0,1,4.5,0
ORD109144,apparel,4339.51,32.4,prepaid_card,7,0.16666666666666666,515,2,1,1,1,3.4,0
ORD109145,home,177.38,10.3,COD,1,,288,8,0,0,1,3.8,1
ORD109146,home,52.69,9.4,UPI,3,0.5,246,1,0,0,0,4.6,0
ORD109147,accessories,6238.13,54.9,prepaid_card,5,0.0,403,1,0,0,1,3.1,1
ORD109148,beauty,768.73,15.2,COD,1,,34,4,1,0,1,4.3,0
ORD109149,beauty,2636.77,33.2,COD,4,0.3333333333333333,286,8,1,0,1,4.9,0
ORD109150,electronics,223.58,33.4,prepaid_card,5,0.5,250,5,1,0,0,4.4,0
ORD109151,electronics,529.59,55.0,COD,8,0.42857142857142855,62,5,0,0,0,4.3,0
ORD109152,beauty,552.29,18.6,wallet,4,0.3333333333333333,214,4,0,0,0,4.4,0
ORD109153,home,1039.07,28.8,COD,7,0.5,100,3,0,0,0,3.5,1
ORD109154,home,3745.72,14.9,COD,2,0.0,226,3,1,0,0,4.7,0
ORD109155,apparel,201.09,35.8,COD,5,0.0,673,2,1,1,0,4.1,0
ORD109156,apparel,841.83,5.8,COD,13,0.4166666666666667,807,2,1,1,0,3.7,0
ORD109157,accessories,2193.05,27.9,COD,2,0.0,180,1,1,0,0,4.6,0
ORD109158,apparel,1314.38,9.6,COD,4,0.0,262,1,0,1,1,3.2,0
ORD109159,accessories,283.81,7.3,wallet,6,0.4,270,3,0,0,0,4.3,0
ORD109160,footwear,1298.81,40.7,COD,12,0.09090909090909091,98,3,1,0,1,4.2,1
ORD109161,grocery,895.48,45.2,COD,6,0.0,170,5,1,0,0,3.3,0
ORD109162,footwear,58.81,22.9,prepaid_card,2,0.0,314,3,1,0,1,5.0,0
ORD109163,footwear,891.87,74.7,prepaid_card,4,0.0,409,2,0,1,1,3.8,0
ORD109164,beauty,392.25,39.8,UPI,5,0.0,53,4,0,0,0,4.3,1
ORD109165,electronics,413.96,24.3,prepaid_card,6,0.2,64,7,0,0,0,3.3,0
ORD109166,beauty,1090.27,29.4,UPI,8,0.14285714285714285,120,5,0,0,0,5.0,0
ORD109167,electronics,264.51,20.4,prepaid_card,5,0.25,201,2,0,0,0,4.2,0
ORD109168,accessories,1076.09,39.4,wallet,3,1.0,67,4,1,0,0,3.0,0
ORD109169,beauty,1129.21,20.7,prepaid_card,2,0.0,230,4,1,0,0,3.7,0
ORD109170,electronics,1277.45,29.8,prepaid_card,4,0.0,10,5,0,0,0,3.7,0
ORD109171,home,468.88,44.3,wallet,5,0.25,118,3,0,0,0,4.3,0
ORD109172,home,2037.44,47.5,UPI,12,0.36363636363636365,86,4,0,0,1,4.5,0
ORD109173,electronics,309.39,61.8,prepaid_card,4,0.0,64,5,0,0,0,4.3,0
ORD109174,beauty,954.41,28.2,COD,6,0.2,29,3,0,0,0,4.0,0
ORD109175,footwear,125.59,30.2,prepaid_card,10,0.2222222222222222,227,6,0,1,1,4.1,0
ORD109176,electronics,1328.65,12.8,COD,3,0.0,177,4,0,0,0,4.0,0
ORD109177,apparel,2570.12,3.0,COD,7,0.3333333333333333,452,3,0,1,0,4.8,1
ORD109178,beauty,129.85,57.7,COD,8,0.14285714285714285,73,2,1,0,0,4.6,1
ORD109179,footwear,620.81,3.0,wallet,7,0.3333333333333333,255,3,0,1,1,3.6,1
ORD109180,apparel,440.57,17.9,COD,10,0.1111111111111111,59,5,0,1,0,3.2,1
ORD109181,apparel,240.76,19.0,prepaid_card,8,0.0,82,3,0,1,0,3.7,0
ORD109182,apparel,2112.04,62.0,COD,10,0.2222222222222222,40,4,0,1,0,4.8,0
ORD109183,apparel,4155.82,12.4,COD,7,0.5,122,1,1,1,1,4.6,0
ORD109184,electronics,686.42,18.9,COD,9,0.25,63,3,0,0,1,3.6,0
ORD109185,home,330.18,56.7,COD,10,0.2222222222222222,35,3,1,0,1,4.2,0
ORD109186,electronics,509.73,30.9,COD,2,0.0,82,2,0,0,0,4.6,0
ORD109187,accessories,169.96,30.2,COD,7,0.0,316,3,1,0,0,3.7,0
ORD109188,home,2179.08,14.7,prepaid_card,1,,189,3,1,0,0,4.0,0
ORD109189,apparel,1212.79,29.0,prepaid_card,2,0.0,153,5,1,1,0,4.6,0
ORD109190,beauty,944.38,39.7,COD,11,0.5,119,6,0,0,0,4.0,0
ORD109191,home,168.41,4.5,COD,3,0.0,46,1,1,0,0,4.1,0
ORD109192,accessories,198.39,21.8,COD,4,0.3333333333333333,217,1,0,0,1,4.4,0
ORD109193,grocery,968.68,28.0,UPI,8,0.5714285714285714,225,3,1,0,1,4.0,0
ORD109194,accessories,1046.97,26.0,COD,3,1.0,2,2,0,0,0,3.5,1
ORD109195,apparel,2118.51,34.8,COD,12,0.09090909090909091,97,3,0,1,0,4.2,1
ORD109196,electronics,463.87,47.2,prepaid_card,2,0.0,143,4,1,0,0,4.7,0
ORD109197,footwear,3088.32,12.0,COD,3,0.0,62,4,0,1,0,3.9,0
ORD109198,apparel,7194.17,43.7,prepaid_card,2,0.0,161,2,0,1,0,5.0,0
ORD109199,beauty,1571.73,36.4,prepaid_card,6,0.0,224,6,0,0,0,5.0,0
ORD109200,apparel,648.21,9.3,COD,11,0.2,118,1,0,1,0,3.7,1
ORD109201,home,58.67,15.9,COD,7,0.0,415,2,0,0,0,3.1,0
ORD109202,footwear,557.17,45.5,prepaid_card,7,0.6666666666666666,206,1,0,1,0,4.3,0
ORD109203,home,829.46,11.1,COD,4,0.0,301,4,0,0,1,4.2,0
ORD109204,footwear,110.16,3.0,prepaid_card,4,0.3333333333333333,64,5,0,1,0,3.9,0
ORD109205,accessories,465.04,58.6,prepaid_card,3,0.5,102,1,0,0,0,4.9,1
ORD109206,accessories,750.08,4.5,prepaid_card,8,0.0,40,2,0,0,0,3.2,0
ORD109207,footwear,468.78,35.2,COD,1,,87,2,0,1,0,3.8,0
ORD109208,electronics,804.41,20.9,prepaid_card,3,0.0,158,3,0,0,0,3.6,1
ORD109209,accessories,1425.47,58.5,UPI,8,0.7142857142857143,8,8,0,0,1,5.0,0
ORD109210,grocery,2208.41,10.4,COD,5,0.5,42,8,0,0,0,3.8,0
ORD109211,footwear,232.6,19.3,UPI,5,0.25,46,3,0,1,0,4.9,0
ORD109212,home,867.62,42.2,COD,4,0.3333333333333333,96,3,1,0,0,2.7,0
ORD109213,apparel,291.47,24.9,prepaid_card,6,0.0,89,4,0,1,0,4.1,1
ORD109214,electronics,1056.45,10.6,COD,7,0.0,6,6,0,0,0,3.4,0
ORD109215,electronics,913.59,18.1,COD,5,0.25,415,2,0,0,0,4.5,0
ORD109216,footwear,3520.02,11.2,COD,6,0.6,539,2,0,1,1,4.2,0
ORD109217,grocery,1653.57,12.1,COD,8,0.0,104,1,1,0,0,5.0,0
ORD109218,home,3077.05,12.6,COD,4,0.3333333333333333,67,1,1,0,0,4.5,0
ORD109219,accessories,9044.93,13.1,prepaid_card,10,0.1111111111111111,3,4,1,0,0,4.5,0
ORD109220,footwear,714.82,25.1,prepaid_card,3,0.0,41,3,0,1,0,4.4,0
ORD109221,home,206.23,8.8,UPI,2,1.0,23,3,0,0,1,4.7,1
ORD109222,electronics,2078.23,41.3,prepaid_card,8,0.14285714285714285,13,5,0,0,1,3.9,0
ORD109223,apparel,4634.49,44.6,prepaid_card,7,0.5,389,5,0,1,1,3.9,0
ORD109224,home,178.79,14.6,prepaid_card,8,0.0,59,1,0,0,0,3.2,0
ORD109225,apparel,121.71,11.6,UPI,2,0.0,163,3,0,1,0,4.4,0
ORD109226,home,426.68,37.2,COD,8,0.14285714285714285,492,6,0,0,0,4.5,0
ORD109227,home,1861.17,36.7,COD,9,0.125,1141,4,0,0,0,3.8,0
ORD109228,footwear,1400.58,48.7,UPI,6,0.6,187,3,0,1,0,4.2,1
ORD109229,electronics,801.21,50.2,COD,7,0.5,115,2,0,0,0,3.0,0
ORD109230,beauty,628.87,33.0,prepaid_card,10,0.1111111111111111,55,3,0,0,0,4.9,0
ORD109231,electronics,1601.21,27.4,UPI,11,0.0,441,5,0,0,1,3.9,0
ORD109232,apparel,572.7,13.9,prepaid_card,2,1.0,99,6,1,1,0,5.0,1
ORD109233,home,94.68,11.3,prepaid_card,6,0.2,3,2,1,0,0,3.9,0
ORD109234,footwear,1840.34,22.1,COD,9,0.0,36,2,0,1,1,3.9,0
ORD109235,footwear,253.68,39.8,COD,5,0.25,226,4,0,1,0,3.9,1
ORD109236,apparel,479.62,18.5,prepaid_card,3,0.0,245,2,0,1,0,3.9,0
ORD109237,home,315.56,23.2,COD,4,0.0,248,7,0,0,1,3.9,0
ORD109238,accessories,342.31,30.1,COD,3,0.0,12,6,0,0,0,4.1,0
ORD109239,grocery,1543.7,32.8,prepaid_card,7,0.16666666666666666,104,4,0,0,0,3.7,0
ORD109240,accessories,251.27,35.7,UPI,4,0.3333333333333333,247,3,1,0,1,4.1,0
ORD109241,beauty,7433.7,44.4,COD,8,0.0,269,1,1,0,0,3.6,0
ORD109242,home,153.14,22.7,COD,1,,229,1,1,0,0,3.5,0
ORD109243,apparel,502.21,13.8,COD,2,0.0,107,3,0,1,0,4.1,0
ORD109244,accessories,656.19,12.7,UPI,7,0.0,31,7,1,0,0,3.4,0
ORD109245,electronics,1354.26,16.2,COD,6,0.4,175,1,1,0,0,4.4,0
ORD109246,beauty,493.0,27.7,COD,8,0.5714285714285714,249,7,0,0,0,4.0,0
ORD109247,footwear,1602.34,21.9,COD,2,0.0,23,1,0,1,0,4.5,0
ORD109248,apparel,324.07,12.5,prepaid_card,4,0.3333333333333333,141,2,0,1,0,3.8,0
ORD109249,home,831.43,27.8,COD,7,0.0,81,2,0,0,1,5.0,0
ORD109250,apparel,1842.48,23.9,UPI,8,0.0,431,3,1,1,1,4.0,0
ORD109251,accessories,3948.29,5.9,COD,11,0.4,90,2,1,0,0,2.6,0
ORD109252,apparel,3509.75,20.6,prepaid_card,5,0.0,228,2,0,1,0,5.0,0
ORD109253,beauty,839.26,37.1,COD,3,0.0,79,5,0,0,1,3.2,0
ORD109254,beauty,147.94,7.5,prepaid_card,2,0.0,127,3,1,0,0,5.0,0
ORD109255,apparel,2314.56,33.4,COD,5,0.25,230,2,0,1,1,4.6,1
ORD109256,apparel,389.29,13.7,COD,4,0.0,74,3,0,1,1,4.4,0
ORD109257,beauty,404.98,51.2,UPI,2,1.0,194,2,0,0,1,4.8,0
ORD109258,electronics,233.53,46.8,COD,7,0.3333333333333333,77,2,0,0,0,4.1,0
ORD109259,electronics,1102.66,30.8,prepaid_card,6,0.2,254,3,1,0,1,3.6,0
ORD109260,beauty,118.22,17.2,COD,9,0.0,235,1,0,0,0,3.7,0
ORD109261,apparel,249.31,21.3,UPI,8,0.0,412,5,1,1,0,3.7,1
ORD109262,home,710.58,0.7,wallet,3,0.5,477,5,1,0,0,3.8,0
ORD109263,home,173.64,28.6,prepaid_card,3,0.5,123,1,0,0,1,3.7,0
ORD109264,footwear,363.36,20.1,prepaid_card,8,0.0,426,4,0,1,0,5.0,0
ORD109265,accessories,195.98,11.7,COD,8,0.14285714285714285,526,5,0,0,1,4.2,0
ORD109266,beauty,460.48,29.7,UPI,6,0.4,106,6,0,0,0,4.5,0
ORD109267,apparel,1066.91,20.6,COD,7,0.16666666666666666,345,6,0,1,1,4.8,0
ORD109268,footwear,267.16,31.0,UPI,5,0.0,229,3,0,1,1,3.3,0
ORD109269,electronics,760.91,62.8,COD,5,0.25,229,5,1,0,0,4.7,0
ORD109270,footwear,464.14,55.0,COD,5,0.25,165,2,1,1,0,5.0,0
ORD109271,beauty,3381.96,35.4,COD,6,0.4,21,7,1,0,0,5.0,0
ORD109272,electronics,141.14,33.0,prepaid_card,6,0.2,345,3,1,0,1,3.7,0
ORD109273,apparel,361.63,30.4,COD,3,0.0,132,1,1,1,1,4.9,1
ORD109274,apparel,983.54,38.0,UPI,3,0.5,109,3,0,1,0,4.3,0
ORD109275,accessories,2394.94,13.5,COD,11,0.3,124,1,1,0,0,3.0,0
ORD109276,footwear,968.74,56.7,COD,3,0.0,457,1,0,1,0,4.3,1
ORD109277,apparel,3168.94,34.0,prepaid_card,8,0.2857142857142857,362,4,0,0,0,4.2,0
ORD109278,accessories,3339.69,35.4,COD,3,0.0,421,5,0,0,0,4.5,0
ORD109279,apparel,411.59,51.3,COD,2,0.0,197,4,0,1,1,4.5,0
ORD109280,apparel,139.4,56.3,prepaid_card,2,1.0,22,4,0,1,1,5.0,1
ORD109281,apparel,299.07,50.8,UPI,7,0.5,51,6,0,1,1,3.9,1
ORD109282,grocery,1130.81,33.1,COD,1,,129,3,0,0,1,3.8,0
ORD109283,grocery,257.97,46.2,COD,9,0.0,379,6,1,0,0,4.6,0
ORD109284,grocery,8625.92,16.3,COD,5,0.0,90,2,0,0,0,3.6,0
ORD109285,apparel,535.19,25.0,prepaid_card,2,0.0,78,4,0,1,0,4.2,0
ORD109286,home,1586.24,16.2,prepaid_card,2,0.0,305,6,1,0,1,3.3,0
ORD109287,beauty,820.77,35.5,UPI,11,0.6,129,4,0,0,0,4.2,0
ORD109288,electronics,1755.21,30.3,COD,4,0.0,16,4,0,0,1,4.9,0
ORD109289,footwear,269.45,25.4,UPI,3,0.0,345,5,0,1,1,4.5,1
ORD109290,apparel,655.12,17.0,COD,1,,22,5,1,1,0,4.6,1
ORD109291,beauty,233.23,37.5,prepaid_card,1,,58,3,0,0,0,4.4,0
ORD109292,electronics,290.5,8.1,prepaid_card,2,1.0,287,7,0,0,0,3.5,1
ORD109293,home,310.76,50.5,UPI,20,0.15789473684210525,855,3,0,0,1,3.0,0
ORD109294,electronics,1026.58,27.5,UPI,6,0.0,54,4,0,0,0,4.6,0
ORD109295,electronics,294.37,41.2,COD,10,0.0,16,3,0,0,0,4.7,0
ORD109296,apparel,219.95,14.3,COD,5,0.5,39,1,0,1,0,4.7,0
ORD109297,footwear,826.37,14.6,COD,4,0.3333333333333333,188,4,1,1,0,3.2,0
ORD109298,electronics,440.79,38.1,COD,5,0.0,196,8,0,0,0,4.1,0
ORD109299,electronics,360.09,12.1,COD,4,1.0,130,4,0,0,0,3.6,1
ORD109300,electronics,586.34,57.2,prepaid_card,2,0.0,156,5,1,0,0,5.0,0
ORD109301,electronics,3453.48,38.3,UPI,1,,146,5,0,0,0,4.0,0
ORD109302,beauty,329.24,66.6,prepaid_card,1,,129,3,0,0,0,4.5,0
ORD109303,apparel,340.0,30.6,COD,14,0.0,230,1,0,0,0,4.5,0
ORD109304,apparel,719.94,13.8,prepaid_card,3,0.0,31,4,1,1,0,4.8,0
ORD109305,home,202.46,29.1,COD,9,0.375,208,3,1,0,0,4.2,0
ORD109306,electronics,706.53,18.3,COD,8,0.2857142857142857,158,5,0,0,0,4.6,0
ORD109307,apparel,177.69,29.9,COD,5,0.0,58,2,0,1,0,3.5,0
ORD109308,electronics,77.91,40.3,COD,10,0.0,506,7,0,0,0,4.6,0
ORD109309,electronics,9300.11,29.5,COD,9,0.25,119,4,0,0,0,5.0,1
ORD109310,home,480.28,33.7,COD,6,0.0,14,5,1,0,0,4.4,0
ORD109311,grocery,3825.0,21.7,COD,2,1.0,674,4,1,0,0,4.7,1
ORD109312,apparel,583.0,32.0,prepaid_card,5,0.0,426,2,0,1,1,4.2,0
ORD109313,beauty,709.79,14.4,COD,11,0.1,53,6,0,0,0,4.3,0
ORD109314,home,611.61,20.9,COD,3,0.0,183,6,1,0,0,5.0,0
ORD109315,apparel,179.65,26.0,COD,10,0.1111111111111111,18,3,0,1,1,4.2,1
ORD109316,electronics,1332.78,60.9,COD,20,0.47368421052631576,136,4,0,0,0,3.7,1
ORD109317,footwear,346.01,37.9,COD,3,0.5,120,4,0,1,0,4.7,0
ORD109318,beauty,606.61,41.1,wallet,8,0.2857142857142857,50,3,0,0,1,3.7,0
ORD109319,apparel,1515.29,50.4,UPI,5,0.5,306,4,0,0,0,4.1,1
ORD109320,accessories,1993.71,18.4,COD,4,0.0,22,1,1,0,0,3.7,0
ORD109321,footwear,421.61,24.2,COD,8,0.14285714285714285,62,2,0,1,0,3.4,0
ORD109322,electronics,934.19,21.3,prepaid_card,3,0.0,173,3,0,0,1,3.4,0
ORD109323,apparel,200.81,19.5,prepaid_card,6,0.4,37,3,0,1,0,4.4,1
ORD109324,apparel,520.96,19.2,wallet,3,0.0,141,1,0,1,1,5.0,0
ORD109325,footwear,1732.19,39.1,COD,3,0.5,16,3,1,1,0,4.0,1
ORD109326,electronics,256.81,17.3,prepaid_card,5,0.5,52,7,0,0,1,3.2,0
ORD109327,accessories,227.38,31.4,wallet,2,0.0,2,3,0,0,0,4.0,0
ORD109328,beauty,722.87,27.7,prepaid_card,2,0.0,177,1,0,0,0,4.2,0
ORD109329,apparel,851.21,16.0,prepaid_card,5,0.25,87,7,1,1,0,4.3,0
ORD109330,apparel,998.25,10.5,prepaid_card,2,0.0,131,7,0,1,1,4.9,0
ORD109331,electronics,4560.44,15.7,COD,4,0.0,245,2,0,0,0,4.5,0
ORD109332,grocery,572.24,13.5,UPI,4,0.0,35,3,1,0,1,4.7,0
ORD109333,apparel,1458.96,10.0,prepaid_card,4,0.3333333333333333,278,2,0,1,1,3.8,0
ORD109334,grocery,816.21,20.0,prepaid_card,8,0.2857142857142857,308,3,0,0,0,4.5,0
ORD109335,apparel,793.31,10.1,COD,2,1.0,94,5,0,1,0,4.5,1
ORD109336,home,345.26,2.1,UPI,5,0.25,55,5,1,0,0,3.7,0
ORD109337,apparel,1121.6,23.9,COD,3,0.5,344,5,1,1,0,4.8,0
ORD109338,beauty,707.8,6.2,COD,2,0.0,160,2,0,0,1,3.8,0
ORD109339,footwear,553.52,41.3,prepaid_card,6,0.0,490,4,0,1,0,4.2,0
ORD109340,footwear,925.14,55.8,COD,8,0.0,591,5,0,1,0,4.3,0
ORD109341,electronics,202.58,26.3,COD,9,0.0,33,2,0,0,1,4.4,0
ORD109342,footwear,1546.95,4.3,prepaid_card,2,0.0,138,3,1,1,0,3.1,0
ORD109343,home,122.0,47.3,COD,4,0.0,304,5,0,0,1,3.1,1
ORD109344,home,79.9,48.9,prepaid_card,4,0.3333333333333333,143,1,0,0,1,4.8,0
ORD109345,footwear,1818.8,22.3,COD,4,0.0,398,9,0,1,0,4.0,0
ORD109346,apparel,348.34,60.0,UPI,12,0.36363636363636365,747,1,0,1,0,4.1,1
ORD109347,home,1625.87,39.6,COD,3,0.0,52,4,0,0,0,3.9,0
ORD109348,grocery,331.55,10.2,prepaid_card,7,0.16666666666666666,165,6,0,0,0,4.2,0
ORD109349,footwear,1066.04,29.3,UPI,3,0.5,263,4,0,1,0,4.2,0
ORD109350,apparel,2098.18,1.8,UPI,10,0.1111111111111111,80,7,1,1,1,4.2,0
ORD109351,grocery,252.4,29.5,prepaid_card,7,0.0,251,8,0,0,0,5.0,0
ORD109352,electronics,792.84,18.8,COD,6,0.2,77,2,1,0,0,2.9,0
ORD109353,electronics,2952.35,37.3,COD,6,0.2,53,2,0,0,1,3.7,0
ORD109354,grocery,258.29,59.4,wallet,1,,95,1,0,0,0,3.3,0
ORD109355,accessories,1049.7,49.0,COD,6,0.0,158,7,0,0,0,4.8,0
ORD109356,home,557.14,16.9,COD,2,1.0,199,1,0,0,1,4.9,1
ORD109357,home,567.06,30.3,prepaid_card,4,0.0,237,3,0,0,0,3.3,0
ORD109358,accessories,635.36,20.6,COD,7,0.5,709,4,0,0,0,4.4,0
ORD109359,footwear,210.68,43.8,wallet,2,1.0,101,1,0,1,1,4.4,0
ORD109360,home,1052.63,52.3,UPI,15,0.21428571428571427,41,4,0,0,1,3.8,0
ORD109361,apparel,344.52,46.0,COD,5,0.0,213,2,0,1,0,4.0,0
ORD109362,grocery,749.78,24.6,COD,6,0.0,79,1,0,0,1,3.3,0
ORD109363,apparel,6748.79,16.1,COD,5,0.5,78,5,0,1,1,4.2,0
ORD109364,footwear,1625.73,57.3,prepaid_card,2,0.0,61,2,0,1,1,4.2,0
ORD109365,apparel,3378.07,21.4,COD,10,0.5555555555555556,429,2,1,1,0,3.7,0
ORD109366,footwear,431.9,32.9,prepaid_card,6,0.4,52,1,1,0,0,4.7,0
ORD109367,electronics,1274.74,25.4,COD,3,0.0,134,7,0,0,0,4.3,0
ORD109368,home,873.45,57.3,prepaid_card,4,0.6666666666666666,365,4,0,0,0,3.8,0
ORD109369,apparel,1950.51,11.1,COD,4,0.3333333333333333,101,4,0,1,0,4.2,0
ORD109370,footwear,529.31,30.4,COD,6,0.2,352,5,0,1,0,4.6,0
ORD109371,accessories,790.79,5.3,wallet,4,0.0,4,5,0,0,1,4.9,0
ORD109372,beauty,171.41,28.4,prepaid_card,12,0.36363636363636365,29,6,1,0,1,4.6,0
ORD109373,home,239.89,19.5,UPI,10,0.3333333333333333,188,4,1,0,0,5.0,0
ORD109374,beauty,1867.64,16.2,prepaid_card,10,0.4444444444444444,12,1,1,0,0,4.0,0
ORD109375,grocery,477.51,44.0,COD,5,0.75,93,4,0,0,0,4.5,0
ORD109376,electronics,683.38,11.3,prepaid_card,8,0.0,66,2,0,0,1,3.6,0
ORD109377,grocery,356.86,10.0,prepaid_card,9,0.125,139,3,0,0,0,4.7,0
ORD109378,apparel,259.12,12.8,prepaid_card,2,0.0,58,3,1,1,0,4.5,0
ORD109379,grocery,121.51,16.5,UPI,9,0.375,78,3,0,0,0,4.6,0
ORD109380,beauty,459.01,63.8,COD,5,0.25,298,3,1,0,0,4.4,0
ORD109381,beauty,444.67,31.5,COD,15,0.0,53,1,0,0,0,4.1,0
ORD109382,footwear,481.84,17.6,COD,12,0.45454545454545453,305,3,0,0,0,5.0,0
ORD109383,apparel,1682.82,28.0,UPI,7,0.5,268,2,0,1,0,3.2,0
ORD109384,accessories,493.07,22.6,prepaid_card,7,0.3333333333333333,21,1,0,0,1,4.4,0
ORD109385,electronics,1389.14,21.1,COD,9,0.25,185,7,0,0,0,5.0,0
ORD109386,footwear,700.0,15.3,COD,15,0.5,625,6,0,1,1,3.9,1
ORD109387,electronics,206.45,26.2,wallet,5,0.25,288,4,0,0,1,3.4,0
ORD109388,electronics,164.78,31.7,UPI,2,0.0,242,2,1,0,0,2.9,0
ORD109389,grocery,924.41,35.0,COD,6,0.2,39,2,1,0,0,3.7,0
ORD109390,grocery,282.47,19.0,COD,4,0.6666666666666666,72,5,0,0,0,3.9,0
ORD109391,beauty,292.84,10.7,COD,3,0.0,256,5,0,0,1,3.5,0
ORD109392,grocery,315.77,24.4,COD,4,0.0,157,1,0,0,0,4.7,0
ORD109393,apparel,513.46,7.6,prepaid_card,4,0.0,585,3,1,1,1,2.6,0
ORD109394,accessories,858.63,16.2,COD,11,0.1,356,7,0,0,0,3.2,0
ORD109395,footwear,238.26,19.4,COD,4,0.3333333333333333,85,3,0,1,1,4.3,1
ORD109396,footwear,636.06,22.4,COD,5,0.0,917,5,0,1,0,4.7,0
ORD109397,home,177.04,52.1,prepaid_card,9,0.125,149,5,1,0,0,4.4,1
ORD109398,apparel,1310.93,23.5,UPI,3,0.0,211,1,0,0,1,4.7,1
ORD109399,apparel,649.57,14.4,prepaid_card,7,0.16666666666666666,19,3,0,0,0,3.5,0
ORD109400,grocery,1220.77,21.4,UPI,5,0.0,58,4,0,0,0,5.0,0
ORD109401,home,220.96,24.8,COD,9,0.375,123,5,0,0,0,4.7,0
ORD109402,apparel,1349.94,65.4,COD,7,0.16666666666666666,328,6,0,1,1,3.5,1
ORD109403,apparel,267.64,17.8,COD,7,0.0,416,3,1,1,0,4.0,0
ORD109404,electronics,4785.02,19.5,prepaid_card,4,1.0,285,5,0,0,0,4.3,0
ORD109405,home,528.52,30.1,UPI,2,0.0,142,1,1,0,0,3.1,0
ORD109406,footwear,1627.64,55.3,COD,9,0.5,230,4,0,1,0,4.7,0
ORD109407,apparel,222.26,83.5,COD,6,0.0,630,6,0,1,0,3.4,1
ORD109408,footwear,3379.71,41.5,prepaid_card,8,0.0,27,2,0,1,0,4.0,0
ORD109409,beauty,1929.72,19.2,wallet,17,0.25,534,4,0,0,1,3.6,0
ORD109410,apparel,399.95,40.2,COD,1,,443,1,0,0,0,4.0,0
